,ns,pageid,title,category
77,0,40254,Genetic algorithm,Category:Machine_learning
78,0,50336055,Glossary of artificial intelligence,Category:Machine_learning
79,0,4375576,Grammar induction,Category:Machine_learning
80,0,1041204,Granular computing,Category:Machine_learning
81,0,32402755,Hyperparameter (machine learning),Category:Machine_learning
82,0,5008963,Inauthentic text,Category:Machine_learning
83,0,173926,Inductive bias,Category:Machine_learning
84,0,42579971,Inductive probability,Category:Machine_learning
85,0,41644056,Inductive programming,Category:Machine_learning
86,0,33762888,Inferential theory of learning,Category:Machine_learning
87,0,53279262,Instance selection,Category:Machine_learning
88,0,22589574,Instance-based learning,Category:Machine_learning
89,0,470314,Instantaneously trained neural networks,Category:Machine_learning
90,0,48987892,Isotropic position,Category:Machine_learning
91,0,5721283,Journal of Machine Learning Research,Category:Machine_learning
92,0,2090057,Kernel density estimation,Category:Machine_learning
93,0,41370976,Kernel embedding of distributions,Category:Machine_learning
94,0,46798615,Kernel random forest,Category:Machine_learning
95,0,4144848,Knowledge integration,Category:Machine_learning
96,0,43688866,Knowledge Vault,Category:Machine_learning
97,0,54033657,Labeled data,Category:Machine_learning
98,0,28037054,Large margin nearest neighbor,Category:Machine_learning
99,0,10747879,Lazy learning,Category:Machine_learning
100,0,48827727,Learnable function class,Category:Machine_learning
101,0,3274742,Learning automata,Category:Machine_learning
102,0,25050663,Learning to rank,Category:Machine_learning
103,0,23864530,Learning with errors,Category:Machine_learning
104,0,33890474,Leave-one-out error,Category:Machine_learning
105,0,35272263,Linear predictor function,Category:Machine_learning
106,0,523173,Linear separability,Category:Machine_learning
107,0,46963137,Local case-control sampling,Category:Machine_learning
108,2,53047074,User:Luca Innocenti/sandbox,Category:Machine_learning
109,0,44632031,M-Theory (learning framework),Category:Machine_learning
110,0,45378845,Logic learning machine,Category:Machine_learning
111,0,5721403,Machine Learning (journal),Category:Machine_learning
112,0,53802271,Machine learning control,Category:Machine_learning
113,0,53970843,Machine learning in bioinformatics,Category:Machine_learning
114,0,48777199,Manifold regularization,Category:Machine_learning
115,2,53049812,User:Maria Schuld/sandbox,Category:Machine_learning
116,0,47937215,The Master Algorithm,Category:Machine_learning
117,0,44628821,Matrix regularization,Category:Machine_learning
118,0,12306500,Matthews correlation coefficient,Category:Machine_learning
119,0,4615464,Meta learning (computer science),Category:Machine_learning
120,0,871681,Mixture model,Category:Machine_learning
121,0,33998310,Mountain Car,Category:Machine_learning
122,0,49786340,Movidius,Category:Machine_learning
123,0,2854828,Multi-armed bandit,Category:Machine_learning
124,0,938663,Multi-task learning,Category:Machine_learning
125,0,30928751,Multilinear principal component analysis,Category:Machine_learning
126,0,30909817,Multilinear subspace learning,Category:Machine_learning
127,0,48841414,Multiple instance learning,Category:Machine_learning
128,0,14082194,Multiple-instance learning,Category:Machine_learning
129,0,52242050,Multiplicative Weight Update Method,Category:Machine_learning
130,0,18475546,Multivariate adaptive regression splines,Category:Machine_learning
131,0,48976249,MysteryVibe,Category:Machine_learning
132,0,45627703,Native-language identification,Category:Machine_learning
133,0,7309022,Nearest neighbor search,Category:Machine_learning
134,0,19208664,Neural modeling fields,Category:Machine_learning
135,0,44577560,Occam learning,Category:Machine_learning
136,0,10748030,Offline learning,Category:Machine_learning
137,0,42129549,OpenNN,Category:Machine_learning
138,0,173332,Overfitting,Category:Machine_learning
139,0,23864280,Parity learning,Category:Machine_learning
140,0,40946774,Pattern language (formal languages),Category:Machine_learning
141,0,126706,Pattern recognition,Category:Machine_learning
142,0,2291650,Predictive learning,Category:Machine_learning
143,0,11360852,Predictive state representation,Category:Machine_learning
144,0,34072838,Preference learning,Category:Machine_learning
145,0,6881120,Prior knowledge for pattern recognition,Category:Machine_learning
146,0,21985449,Proactive learning,Category:Machine_learning
147,0,9731945,Probability matching,Category:Machine_learning
148,0,24825162,Product of experts,Category:Machine_learning
149,0,41200806,Proximal gradient methods for learning,Category:Machine_learning
150,0,41732818,Qloo,Category:Machine_learning
151,0,44108758,Quantum machine learning,Category:Machine_learning
152,0,41929726,Query level feature,Category:Machine_learning
153,0,14529261,Rademacher complexity,Category:Machine_learning
154,0,37697003,Random indexing,Category:Machine_learning
155,0,43932548,Random projection,Category:Machine_learning
156,0,926722,Relational data mining,Category:Machine_learning
157,0,35887507,Representer theorem,Category:Machine_learning
158,0,54625345,Right to explanation,Category:Machine_learning
159,0,38782554,RoboEarth,Category:Machine_learning
160,0,3290880,Robot learning,Category:Machine_learning
161,0,7517319,Rule induction,Category:Machine_learning
162,0,43269516,Sample complexity,Category:Machine_learning
163,0,995455,Savi Technology,Category:Machine_learning
164,0,14271782,Semantic analysis (machine learning),Category:Machine_learning
165,0,50222574,Semantic folding,Category:Machine_learning
166,0,2829632,Semi-supervised learning,Category:Machine_learning
167,0,29288159,Sequence labeling,Category:Machine_learning
168,0,38059657,Similarity learning,Category:Machine_learning
169,0,47509138,Skymind,Category:Machine_learning
170,0,405562,Solomonoff's theory of inductive inference,Category:Machine_learning
171,0,48813654,Sparse dictionary learning,Category:Machine_learning
172,0,50227596,Spike-and-slab variable selection,Category:Machine_learning
173,0,33886025,Stability (learning theory),Category:Machine_learning
174,0,1579244,Statistical classification,Category:Machine_learning
175,0,1053303,Statistical learning theory,Category:Machine_learning
176,0,19667111,Statistical relational learning,Category:Machine_learning
177,0,47845063,Stochastic block model,Category:Machine_learning
178,0,10704974,Structural risk minimization,Category:Machine_learning
179,0,48844125,Structured sparsity regularization,Category:Machine_learning
180,0,3119546,Subclass reachability,Category:Machine_learning
181,0,20926,Supervised learning,Category:Machine_learning
182,0,1514392,Test set,Category:Machine_learning
183,0,50828755,Timeline of machine learning,Category:Machine_learning
184,0,960361,Transduction (machine learning),Category:Machine_learning
185,0,3920550,Transfer learning,Category:Machine_learning
186,0,47577902,Trax Image Recognition,Category:Machine_learning
187,0,5077439,Ugly duckling theorem,Category:Machine_learning
188,0,19058043,Uncertain data,Category:Machine_learning
189,0,22999791,Uniform convergence in probability,Category:Machine_learning
190,0,37787103,Universal portfolio algorithm,Category:Machine_learning
191,0,233497,Unsupervised learning,Category:Machine_learning
192,0,47228422,User behavior analytics,Category:Machine_learning
193,0,39945557,Validation set,Category:Machine_learning
194,0,43502368,Vanishing gradient problem,Category:Machine_learning
195,0,7578809,Version space learning,Category:Machine_learning
196,0,52992310,VGG Image Annotator,Category:Machine_learning
197,0,47527969,Word2vec,Category:Machine_learning
228,0,1037763,Business software,Category:Business_software
229,0,41270069,AccuSystems,Category:Business_software
230,0,5211212,Active policy management,Category:Business_software
231,0,28502793,Alexandria (library software),Category:Business_software
232,0,44133735,Alteryx,Category:Business_software
233,0,12715119,Amadeus CRS,Category:Business_software
234,0,24061342,AMS Device Manager,Category:Business_software
235,0,54594603,Angelfish software,Category:Business_software
236,0,1762176,Applicant tracking system,Category:Business_software
237,0,22847264,Application retirement,Category:Business_software
238,0,35959361,Architecture of Interoperable Information Systems,Category:Business_software
239,0,19657756,Asset recovery software,Category:Business_software
240,0,53113973,Avaloq,Category:Business_software
241,0,34026570,Axess (CRS),Category:Business_software
242,0,38722262,Ayasdi,Category:Business_software
243,0,522230,Balanced scorecard,Category:Business_software
244,0,11971726,BatchMaster Software,Category:Business_software
245,0,53108275,Blue Prism,Category:Business_software
246,0,41672405,BlueSpice MediaWiki,Category:Business_software
247,0,25957629,BQE Software Inc,Category:Business_software
248,0,32797209,BRFplus,Category:Business_software
249,0,34845963,Brightpearl,Category:Business_software
250,0,33065316,Buckaroo.com,Category:Business_software
251,0,2093407,Business activity monitoring,Category:Business_software
252,0,38935938,Business Anti-Corruption Portal,Category:Business_software
253,0,54133478,Data preparation,Category:Business_software
254,0,3927666,Business intelligence software,Category:Business_software
255,0,27954944,Business interoperability interface,Category:Business_software
256,0,3543438,Business process interoperability,Category:Business_software
257,0,1631564,Business rules approach,Category:Business_software
258,0,4032051,Business simulation,Category:Business_software
259,0,18841448,Business suite,Category:Business_software
260,0,7106579,Business support system,Category:Business_software
261,0,53640074,Cambridge Technology Enterprises,Category:Business_software
262,0,40158733,Canopy Labs,Category:Business_software
263,0,32613108,ChannelGain,Category:Business_software
264,0,41053071,Airbrite,Category:Business_software
265,0,48234685,Citrix Receiver,Category:Business_software
266,0,24104531,Cleaning card,Category:Business_software
267,0,26137900,ClickTime.com,Category:Business_software
268,0,50421011,Clock Software,Category:Business_software
269,0,22832929,Clubscan,Category:Business_software
270,0,43673868,CollaborateCloud,Category:Business_software
271,0,32421587,Collaborative decision-making software,Category:Business_software
272,0,42005,Collaborative software,Category:Business_software
273,0,1155952,Computer reservation system,Category:Business_software
274,0,2528278,Computer-aided facility management,Category:Business_software
275,0,1733999,Computerized maintenance management system,Category:Business_software
276,0,33085387,Computhink,Category:Business_software
277,0,48824910,Configure Price Quote,Category:Business_software
278,0,49791445,Contract management software,Category:Business_software
279,0,36862865,Contractor management,Category:Business_software
280,0,39219632,Conversocial,Category:Business_software
281,0,8385046,Core banking,Category:Business_software
282,0,36808856,Costimator,Category:Business_software
283,0,50994297,CricHQ,Category:Business_software
284,0,4166591,Dashboard (business),Category:Business_software
285,0,32244195,DataSplice,Category:Business_software
286,0,43689922,Datawatch Corporation,Category:Business_software
287,0,32958985,DaySmart Software,Category:Business_software
288,0,27208838,Db technology,Category:Business_software
289,0,30429756,DealCenter,Category:Business_software
290,0,5988487,Dealership management system,Category:Business_software
291,0,469578,Decision support system,Category:Business_software
292,0,24093035,Decision-making software,Category:Business_software
293,0,9133131,Development Assistance Database,Category:Business_software
294,0,40502799,Digital Data Systems,Category:Business_software
295,0,34900000,Digital firm,Category:Business_software
296,0,16342561,Digital nervous system,Category:Business_software
297,0,26480448,Distribution center management system,Category:Business_software
298,0,1660841,Distribution software,Category:Business_software
299,0,17106978,DocPoint,Category:Business_software
300,0,3445672,Document imaging,Category:Business_software
301,0,30522786,DocSTAR,Category:Business_software
302,0,24747714,Dynamic Business Modeling,Category:Business_software
303,0,8648665,EasyLanguage,Category:Business_software
304,0,49680032,ECOCITIES (software),Category:Business_software
305,0,16144050,Edge Technologies,Category:Business_software
306,0,6456883,Electronic billing,Category:Business_software
307,0,12840831,Electronic Case Filing System,Category:Business_software
308,0,7674023,Employee monitoring software,Category:Business_software
309,0,34208511,Employee relationship management,Category:Business_software
310,0,6603087,Employee scheduling software,Category:Business_software
311,0,22807593,Energy management software,Category:Business_software
312,0,9597318,EnergyCAP,Category:Business_software
313,0,904795,Electronic News Production System,Category:Business_software
314,0,2286665,Enterprise asset management,Category:Business_software
315,0,52993539,Enterprise coexistence,Category:Business_software
316,0,24310774,Enterprise forms automation,Category:Business_software
317,0,12640130,Enterprise information management,Category:Business_software
318,0,47967038,Enterprise mobile application,Category:Business_software
319,0,2302514,Enterprise software,Category:Business_software
320,0,49107824,Epos Now,Category:Business_software
321,0,34293559,Erply,Category:Business_software
322,0,18515583,Event management software,Category:Business_software
323,0,28370294,EventManager,Category:Business_software
324,0,786016,Executive information system,Category:Business_software
325,0,52641508,Exergy (software),Category:Business_software
326,0,20414115,Experticity,Category:Business_software
327,0,28544576,Eyeball Chat,Category:Business_software
328,0,31954624,EyeBeam (software),Category:Business_software
329,0,54135637,EZOfficeinventory,Category:Business_software
330,0,11028436,Facíl,Category:Business_software
331,0,8343747,FastTrack Schedule,Category:Business_software
332,0,40693259,Fileboard,Category:Business_software
333,0,41667831,Financial software,Category:Business_software
334,0,8083806,Fleet management software,Category:Business_software
335,0,18487118,Fleet Management System,Category:Business_software
336,0,3070013,FormFlow,Category:Business_software
337,0,27976545,Free and open-source ATS,Category:Business_software
338,0,8522483,Front and back office application,Category:Business_software
339,0,39946273,Fuel pricing software,Category:Business_software
340,0,41669016,Fundamental Analysis Software,Category:Business_software
341,0,20391794,Fundo,Category:Business_software
342,0,13443187,Galileo GDS,Category:Business_software
343,0,15516115,Geo-replication,Category:Business_software
344,0,1174674,Geolocation software,Category:Business_software
345,0,3691948,Geomarketing,Category:Business_software
346,0,22230795,Get Satisfaction,Category:Business_software
347,0,42363103,GoodData,Category:Business_software
348,0,6987871,"Governance, risk management, and compliance",Category:Business_software
349,0,31975428,Grant management software,Category:Business_software
350,0,54205765,GRC Envelop,Category:Business_software
351,0,24766750,Grindstone (time-tracking software),Category:Business_software
352,0,13224058,HEAT (software),Category:Business_software
353,0,48547307,Help desk software,Category:Business_software
354,0,1971849,Hierarchical storage management,Category:Business_software
355,0,4175227,HotDocs,Category:Business_software
356,0,30727442,HP Application Lifecycle Management,Category:Business_software
357,0,30703633,HP Business Service Management,Category:Business_software
358,0,30708494,HP Cloud Service Automation Software,Category:Business_software
359,0,41261061,HP Service Manager software,Category:Business_software
360,0,8148765,HP SiteScope,Category:Business_software
361,0,2901621,HP TRIM Records Management System,Category:Business_software
362,0,48231694,Humhub,Category:Business_software
363,0,6093560,Hyperion Planning,Category:Business_software
364,0,8793238,IBM Office/36,Category:Business_software
365,0,36488797,IBM Operational Decision Management,Category:Business_software
366,0,2361538,IDEF0,Category:Business_software
367,0,3568755,Incident management,Category:Business_software
368,0,34025898,Infini (CRS),Category:Business_software
369,0,3620743,Information silo,Category:Business_software
370,0,42812494,Information Systems Associates FZE,Category:Business_software
371,0,9611373,Integrated workplace management system,Category:Business_software
372,0,2011728,Intelligent device management,Category:Business_software
373,0,19885252,Internet booking engine,Category:Business_software
374,0,40312213,HealthShare,Category:Business_software
375,0,50313336,Intraboom,Category:Business_software
376,0,53969134,InvoiceBerry,Category:Business_software
377,0,2029470,Issue tracking system,Category:Business_software
378,0,3139122,JetForm,Category:Business_software
379,0,39244415,Knolskape,Category:Business_software
380,0,16567431,KnowledgeBench,Category:Business_software
381,0,12185719,KXEN Inc.,Category:Business_software
382,0,4996092,Laserfiche,Category:Business_software
383,0,18096221,Lead scoring,Category:Business_software
384,0,1743401,Lithium Technologies,Category:Business_software
385,0,24200863,Local information systems,Category:Business_software
386,2,51412587,User:Lordfarquaad/sandbox,Category:Business_software
387,0,2370618,Lotus Marketplace,Category:Business_software
388,0,13452317,Madoka (business process automation),Category:Business_software
389,0,237494,Management information system,Category:Business_software
390,0,23062020,Marketing information system,Category:Business_software
391,0,1758239,Maximo (MRO),Category:Business_software
392,0,1950870,MCVE,Category:Business_software
393,0,40863938,Media5-fone,Category:Business_software
394,0,22162830,Meeting scheduling tool,Category:Business_software
395,0,2988291,Metis (software),Category:Business_software
396,0,2672138,Microsoft Dynamics,Category:Business_software
397,0,54083259,Microsoft Dynamics 365 for Finance and Operations,Category:Business_software
398,0,25822348,Microsoft Dynamics ERP,Category:Business_software
399,0,39238529,Millennium software,Category:Business_software
400,0,50498591,Mindbody Inc.,Category:Business_software
401,0,28836625,Mobile enterprise asset management,Category:Business_software
402,0,31897073,Mobile file management,Category:Business_software
403,0,41352219,Mobile virtual network enabler,Category:Business_software
404,0,41102584,Moka5,Category:Business_software
405,0,27656596,Money (software),Category:Business_software
406,0,41653781,Money.Net,Category:Business_software
407,0,3849008,MSC Software,Category:Business_software
408,0,5851855,ND-NOTIS,Category:Business_software
409,0,47305095,Nightclub management software,Category:Business_software
410,0,53815511,Officewise,Category:Business_software
411,0,9409598,Open Reporting Application,Category:Business_software
412,0,52529493,OpenProcurement,Category:Business_software
413,0,26703974,Oracle Policy Automation,Category:Business_software
414,0,45075900,PandaDoc,Category:Business_software
415,0,1699107,PaperWorks,Category:Business_software
416,0,28192984,Partner relationship management,Category:Business_software
417,0,52048578,PATENTEM,Category:Business_software
418,0,3069932,PerForm,Category:Business_software
419,0,6903579,Performance supervision system,Category:Business_software
420,0,25114536,Pixetell,Category:Business_software
421,0,30864276,Planisware,Category:Business_software
422,0,40928146,Plotly,Category:Business_software
423,0,220633,Point of sale,Category:Business_software
424,0,13264388,POS solutions,Category:Business_software
425,0,15465111,PrefixNE,Category:Business_software
426,0,19029406,Process-centered design,Category:Business_software
427,0,5588452,Procurement software,Category:Business_software
428,0,42113520,Procurify,Category:Business_software
429,0,638133,Product data management,Category:Business_software
430,0,15628716,ProductCenter,Category:Business_software
431,0,29345392,Productivity software,Category:Business_software
432,0,7686145,Professional services automation,Category:Business_software
433,0,40252780,Proformative,Category:Business_software
434,0,33242335,Projector PSA,Category:Business_software
435,0,36731269,Proposal software,Category:Business_software
436,0,44504550,Pyramid Analytics,Category:Business_software
437,0,34045703,Quote Roller,Category:Business_software
438,0,41399235,RapidNAV,Category:Business_software
439,0,51783746,Recruitee,Category:Business_software
440,0,23232660,Redcort Software,Category:Business_software
441,0,17916442,Redmap,Category:Business_software
442,0,17989579,Remote service software,Category:Business_software
443,0,22602354,Replicon (company),Category:Business_software
444,0,46753689,Rescale,Category:Business_software
445,0,2585120,ReserVec,Category:Business_software
446,0,49677616,Resource Guru,Category:Business_software
447,0,32768675,Revel Systems,Category:Business_software
448,0,27165706,"Revere, Inc.",Category:Business_software
449,0,47642826,Robotic process automation,Category:Business_software
450,0,19674177,Route accounting,Category:Business_software
451,0,47113160,RW3 Technologies,Category:Business_software
452,0,39853660,SalesforceIQ,Category:Business_software
453,0,28005288,SHAPE Services,Category:Business_software
454,0,22038673,Shipping portal,Category:Business_software
455,0,37789882,ShopKeep,Category:Business_software
456,0,35252701,ShopSavvy,Category:Business_software
457,0,30797416,Simcad Pro,Category:Business_software
458,0,49788699,SimpleRisk,Category:Business_software
459,0,43024112,Sisense,Category:Business_software
460,0,2269864,Small business software,Category:Business_software
461,0,25296555,Social Solutions,Category:Business_software
462,0,12941228,Software parametric models,Category:Business_software
463,0,22350998,SpeedTax,Category:Business_software
464,0,31800111,Sproxil,Category:Business_software
465,0,25279503,Staffing software,Category:Business_software
466,0,6163915,Strategic planning software,Category:Business_software
467,0,32845520,Stripe (company),Category:Business_software
468,0,3765816,Sunopsis,Category:Business_software
469,0,33439781,SupportDesk,Category:Business_software
470,0,26480028,Supportworks,Category:Business_software
471,0,28847674,Syclo,Category:Business_software
472,0,40402832,Synqera,Category:Business_software
473,0,30233970,SysAid Technologies,Category:Business_software
474,0,24363618,System 21,Category:Business_software
475,0,19547325,Tableau Software,Category:Business_software
476,0,42865956,Talygen Business Intelligence,Category:Business_software
477,0,30890479,TARGIT Business Intelligence,Category:Business_software
478,0,2756846,Teamcenter,Category:Business_software
479,0,206586,Technological convergence,Category:Business_software
480,0,5845752,Tecnomatix,Category:Business_software
481,0,34793528,Telecommunications billing,Category:Business_software
482,0,7364194,TeleForm,Category:Business_software
483,0,38109156,TheFormTool,Category:Business_software
484,0,49521169,Tiller Systems (software),Category:Business_software
485,0,4175276,Time Matters,Category:Business_software
486,0,2399787,Time-tracking software,Category:Business_software
487,0,33761479,TimeClock Plus,Category:Business_software
488,0,49478757,TimeSheet (software),Category:Business_software
489,0,19140610,TmsEKP,Category:Business_software
490,0,50644682,"Toast, Inc.",Category:Business_software
491,0,34027125,TOPAS (CRS),Category:Business_software
492,0,41533727,TouchBistro Inc.,Category:Business_software
493,0,30821028,TradersStudio,Category:Business_software
494,0,30518856,Training simulation,Category:Business_software
495,0,49258658,Triskell,Category:Business_software
496,0,19925726,Truviso,Category:Business_software
497,0,28096875,Upserve,Category:Business_software
498,0,1290733,USAS (application),Category:Business_software
499,0,11154407,Vendor management system,Category:Business_software
500,0,15309361,Very Large Business Applications,Category:Business_software
501,0,35127328,Virtual office software,Category:Business_software
502,0,35152919,Visual Compliance,Category:Business_software
503,0,11648918,Visual Intercept,Category:Business_software
504,0,42460055,VoloMetrix,Category:Business_software
505,0,24272165,VP/MS,Category:Business_software
506,0,40727883,Wallmob,Category:Business_software
507,2,53984403,User:Milmisha/sandbox,Category:Business_software
508,0,1745691,Warehouse management system,Category:Business_software
509,0,15095926,Web presence,Category:Business_software
510,0,36292664,Webcam Social Shopper,Category:Business_software
511,0,40453325,Welcome Real Time,Category:Business_software
512,0,51567252,WeWorked,Category:Business_software
513,0,14546175,WHATS'On (Software),Category:Business_software
514,0,25745688,Service chain optimization,Category:Business_software
515,0,2840555,Workforce management,Category:Business_software
516,0,50515193,Workforce optimization,Category:Business_software
517,0,51957134,Workplace by Facebook,Category:Business_software
518,0,9466979,Worldwide Diagnostic System,Category:Business_software
519,0,14568189,Wrike,Category:Business_software
520,0,1693503,X-Lite,Category:Business_software
521,0,39214950,Xaitporter,Category:Business_software
522,0,3234557,Xcon,Category:Business_software
523,0,33906593,Xpertdoc,Category:Business_software
524,0,33185688,Xpert-Timer,Category:Business_software
525,0,34061482,Zuora,Category:Business_software
